Body,Type,Other,Date,Time,Status,Id,url,Agenda Summary,Agenda Packet,Final Actions,Minutes
Public Safety Committee,Committee,,10/14/20,10:00 AM,completed,2745,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2745,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2299&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2299&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2238&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2238&Inline=True
"Neighborhood & Long Term Planning, Public Facilities, Arts & Celebration Committee",Committee,,10/14/20,02:00 PM,completed,2737,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2737,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2296&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2296&Inline=True,,
City Council,Regular,,10/19/20,05:30 PM,completed,2689,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2689,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2312&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2312&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2239&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2239&Inline=True
Planning Board,Planning Board,,10/20/20,06:30 PM,completed,2716,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2716,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2311&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2259&Inline=True
Ordinance Committee,Committee,,10/21/20,02:00 PM,completed,2751,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2751,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2307&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2307&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2242&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2242&Inline=True
Housing Committee,Committee,,10/22/20,05:30 PM,completed,2750,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2750,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2306&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2306&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2267&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2267&Inline=True
Board of Zoning Appeal,Hearing – Remote,,10/22/20,06:00 PM,completed,2753,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2753,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2309&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2309&Inline=True,,
City Council,Regular,,10/26/20,05:30 PM,completed,2690,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2690,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2317&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2317&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2243&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2243&Inline=True
Planning Board,Planning Board,,10/27/20,06:30 PM,completed,2742,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2742,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2314&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2260&Inline=True
Housing Committee,Committee,,10/28/20,10:00 AM,completed,2755,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2755,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2315&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2315&Inline=True,,
Community Benefits Advisory Committee,Regular,,10/28/20,10:00 AM,completed,2821,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2821,,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2285&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2285&Inline=True
Ordinance Committee,Committee,,10/28/20,05:30 PM,completed,2746,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2746,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2300&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2300&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2244&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2244&Inline=True
City Council,Regular,,11/02/20,05:30 PM,completed,2691,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2691,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2322&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2322&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2247&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2247&Inline=True
Board of Zoning Appeal,Hearing – Remote,,11/05/20,06:00 PM,completed,2754,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2754,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2313&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2313&Inline=True,,
City Council,Regular,,11/09/20,05:30 PM,completed,2692,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2692,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2332&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2332&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2248&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2248&Inline=True
Health & Environment Committee,Committee,,11/10/20,10:00 AM,completed,2760,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2760,FileView.aspx?Type=14&ID=2321,FileView.aspx?Type=1&ID=2321,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2249&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2249&Inline=True
City Council,Roundtable/Working,,11/10/20,06:00 PM,completed,2773,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2773,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2331&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2331&Inline=True,,
Planning Board,Planning Board,,11/10/20,06:30 PM,completed,2743,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2743,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2330&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2270&Inline=True
Human Services & Veterans Committee,Committee,,11/12/20,10:00 AM,completed,2762,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2762,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2323&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2323&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2250&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2250&Inline=True
Ordinance Committee,Committee,,11/12/20,05:30 PM,completed,2747,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2747,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2301&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2301&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2251&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2251&Inline=True
City Council,Regular,,11/16/20,05:30 PM,completed,2756,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2756,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2335&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2335&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2252&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2252&Inline=True
"Government Operations, Rules & Claims Committee",Committee,,11/17/20,02:30 PM,completed,2758,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2758,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2318&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2318&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2253&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2253&Inline=True
Planning Board,Planning Board,,11/17/20,06:30 PM,completed,2744,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2744,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2334&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2271&Inline=True
Community Benefits Advisory Committee,Regular,,11/18/20,10:00 AM,completed,2822,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2822,,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2286&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2286&Inline=True
"Neighborhood & Long Term Planning, Public Facilities, Arts & Celebration Committee",Committee,,11/18/20,02:00 PM,completed,2759,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2759,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2319&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2319&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2303&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2303&Inline=True
Ordinance Committee,Committee,,11/18/20,05:30 PM,cancelled,2748,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2748,,,,
Economic Development & University Relations Committee,Committees,,11/19/20,02:00 PM,completed,2766,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2766,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2327&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2327&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2272&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2272&Inline=True
Ordinance Committee,Committee,,11/19/20,05:30 PM,completed,2749,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2749,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2305&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2305&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2254&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2254&Inline=True
Board of Zoning Appeal,Hearing – Remote,,11/19/20,06:00 PM,completed,2772,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2772,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2329&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2329&Inline=True,,
City Council,Special,,11/23/20,03:00 PM,completed,2777,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2777,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2337&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2337&Inline=True,,
City Council,Regular,,11/23/20,05:30 PM,completed,2693,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2693,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2338&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2338&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2256&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2256&Inline=True
"Neighborhood & Long Term Planning, Public Facilities, Arts & Celebration Committee",Committee,,11/24/20,03:00 PM,completed,2771,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2771,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2328&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2328&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2325&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2325&Inline=True
Planning Board,Planning Board,,11/24/20,06:30 PM,completed,2767,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2767,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2336&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2277&Inline=True
City Council,Regular,,11/30/20,05:30 PM,completed,2694,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2694,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2341&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2341&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2261&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2261&Inline=True
Planning Board,Planning Board,,12/01/20,06:30 PM,completed,2768,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2768,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2340&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2278&Inline=True
City Council,Regular,,12/07/20,05:30 PM,completed,2695,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2695,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2343&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2343&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2262&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2262&Inline=True
Planning Board,Planning Board,,12/08/20,06:30 PM,completed,2769,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2769,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2342&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2279&Inline=True
"Neighborhood & Long Term Planning, Public Facilities, Arts & Celebration Committee",Committee,,12/09/20,01:00 PM,completed,2774,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2774,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2333&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2333&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2263&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2263&Inline=True
Ordinance Committee,Committee,,12/09/20,05:30 PM,completed,2763,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2763,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2324&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2324&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2264&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2264&Inline=True
Board of Zoning Appeal,Hearing – Remote,,12/10/20,06:00 PM,completed,2778,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2778,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2339&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2339&Inline=True,,
City Council,Regular,,12/14/20,05:30 PM,completed,2757,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2757,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2345&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2345&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2266&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2266&Inline=True
Planning Board,Planning Board,,12/15/20,06:30 PM,completed,2770,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2770,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2344&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2294&Inline=True
Ordinance Committee,Committee,,12/16/20,05:30 PM,completed,2764,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2764,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2325&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2325&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2268&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2268&Inline=True
Ordinance Committee,Committee,,12/17/20,05:30 PM,cancelled,2765,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2765,,,,
City Council,Regular,,12/21/20,05:30 PM,completed,2697,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2697,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2349&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2349&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2269&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2269&Inline=True
Planning Board,Planning Board,,12/22/20,06:30 PM,completed,2775,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2775,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2347&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2295&Inline=True
City Council,Regular,,12/28/20,05:30 PM,cancelled,2698,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2698,,,,
City Council,TEST MEETING,,12/31/20,12:00 AM,completed,2811,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2811,,,,
City Council,Regular,,01/04/21,05:30 PM,completed,2779,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2779,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2352&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2352&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2273&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2273&Inline=True
Ordinance Committee,Committee,,01/05/21,05:30 PM,completed,2781,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2781,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2348&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2348&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2274&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2274&Inline=True
Planning Board,Planning Board,,01/05/21,06:30 PM,completed,2784,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2784,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2351&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2296&Inline=True
Public Safety Committee,Committee,,01/06/21,05:00 PM,completed,2761,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2761,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2320&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2320&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2275&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2275&Inline=True
Board of Zoning Appeal,Hearing – Remote,,01/07/21,06:00 PM,completed,2812,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2812,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2353&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2353&Inline=True,,
City Council,Regular,,01/11/21,05:30 PM,completed,2780,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2780,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2355&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2355&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2276&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2276&Inline=True
Housing Committee,Committee,,01/12/21,01:00 PM,completed,2783,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2783,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2350&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2350&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2333&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2333&Inline=True
Economic Development & University Relations Committee,Committees,,01/13/21,02:00 PM,completed,2776,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2776,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2358&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2358&Inline=True,,
Board of Zoning Appeal,Hearing – Remote,,01/14/21,06:00 PM,completed,2813,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2813,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2354&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2354&Inline=True,,
Public Safety Committee,Committee,,01/19/21,05:00 PM,completed,2814,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2814,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2359&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2359&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2288&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2288&Inline=True
Planning Board,Planning Board,,01/19/21,06:30 PM,completed,2785,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2785,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2356&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2316&Inline=True
Ordinance Committee,Committee,,01/20/21,05:30 PM,completed,2816,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2816,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2360&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2360&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2284&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2284&Inline=True
Community Benefits Advisory Committee,Regular,,01/21/21,10:30 AM,completed,2925,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2925,,,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2360&Inline=True
City Council,Roundtable/Working,,01/25/21,05:30 PM,completed,2791,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2791,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2357&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2357&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2289&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2289&Inline=True
Planning Board,Planning Board,,01/26/21,06:30 PM,completed,2786,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2786,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2361&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2317&Inline=True
Ordinance Committee,Committee,,01/27/21,05:30 PM,completed,2820,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2820,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2362&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2362&Inline=True,FileView.aspx?Type=15&ID=2290,FileView.aspx?Type=12&ID=2290
Board of Zoning Appeal,Hearing – Remote,,01/28/21,06:00 PM,completed,2829,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2829,FileView.aspx?Type=14&ID=2365,FileView.aspx?Type=1&ID=2365,,
City Council,Regular,,02/01/21,05:30 PM,cancelled,2792,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2792,,,,
Planning Board,Planning Board,,02/02/21,06:30 PM,completed,2787,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2787,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2364&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2312&Inline=True
