Body,Type,Other,Date,Time,Status,Id,url,Agenda Summary,Agenda Packet,Final Actions,Minutes
City Council,Regular,,02/03/21,05:30 PM,completed,2834,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2834,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2371&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2371&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2292&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2292&Inline=True
Ordinance Committee,Committee,,02/04/21,05:30 PM,completed,2831,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2831,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2369&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2369&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2293&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2293&Inline=True
City Council,Regular,,02/08/21,05:30 PM,completed,2793,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2793,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2374&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2374&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2297&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2297&Inline=True
City Council,Roundtable/Working,,02/09/21,06:00 PM,completed,2836,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2836,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2373&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2373&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2698&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2698&Inline=True
Planning Board,Planning Board,,02/09/21,06:30 PM,completed,2788,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2788,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2370&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2313&Inline=True
Ordinance Committee,Committee,,02/10/21,05:30 PM,completed,2832,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2832,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2368&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2368&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2298&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2298&Inline=True
Ordinance Committee,Committee,,02/11/21,05:30 PM,completed,2842,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2842,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2379&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2379&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2299&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2299&Inline=True
Board of Zoning Appeal,Hearing – Remote,,02/11/21,06:00 PM,completed,2824,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2824,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2363&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2363&Inline=True,,
Transportation & Public Utilities Committee,Committee,,02/16/21,10:00 AM,completed,2839,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2839,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2377&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2377&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2300&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2300&Inline=True
Ordinance Committee,Committee,,02/16/21,01:00 PM,completed,2849,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2849,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2381&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2381&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2301&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2301&Inline=True
Planning Board,Planning Board,,02/16/21,06:30 PM,completed,2789,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2789,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2375&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2320&Inline=True
"Neighborhood & Long Term Planning, Public Facilities, Arts & Celebration Committee",Committee,,02/17/21,02:00 PM,completed,2830,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2830,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2366&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2366&Inline=True,FileView.aspx?Type=15&ID=2375,FileView.aspx?Type=12&ID=2375
City Council,Regular,,02/22/21,05:30 PM,completed,2794,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2794,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2383&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2383&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2304&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2304&Inline=True
Ordinance Committee,Committee,,02/24/21,05:00 PM,completed,2840,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2840,FileView.aspx?Type=14&ID=2386,FileView.aspx?Type=1&ID=2386,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2310&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2310&Inline=True
Board of Zoning Appeal,Hearing – Remote,,02/25/21,06:00 PM,completed,2838,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2838,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2376&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2376&Inline=True,,
Community Benefits Advisory Committee,Regular,,03/01/21,04:00 PM,completed,2926,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2926,,,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2361&Inline=True
City Council,Regular,,03/01/21,05:30 PM,completed,2795,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2795,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2387&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2387&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2311&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2311&Inline=True
Planning Board,Planning Board,,03/02/21,06:30 PM,completed,2825,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2825,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2384&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2324&Inline=True
"Neighborhood & Long Term Planning, Public Facilities, Arts & Celebration Committee",Committee,,03/04/21,05:00 PM,completed,2835,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2835,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2372&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2372&Inline=True,,
Housing Committee,Committee,,03/05/21,10:00 AM,cancelled,2851,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2851,,,,
Community Benefits Advisory Committee,Regular,,03/08/21,04:00 PM,completed,2927,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2927,,,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2362&Inline=True
City Council,Regular,,03/08/21,05:30 PM,completed,2796,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2796,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2389&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2389&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2314&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2314&Inline=True
Planning Board,Planning Board,,03/09/21,06:30 PM,completed,2826,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2826,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2388&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2338&Inline=True
Ordinance Committee,Committee,,03/10/21,05:00 PM,completed,2841,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2841,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2378&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2378&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2315&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2315&Inline=True
Board of Zoning Appeal,Hearing – Remote,,03/11/21,06:00 PM,completed,2853,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2853,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2391&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2391&Inline=True,,
City Council,Regular,,03/15/21,05:30 PM,completed,2797,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2797,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2394&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2394&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2318&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2318&Inline=True
"Government Operations, Rules & Claims Committee",Committee,,03/16/21,03:00 PM,completed,2854,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2854,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2393&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2393&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2319&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2319&Inline=True
Planning Board,Planning Board,,03/16/21,06:30 PM,completed,2827,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2827,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2392&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2339&Inline=True
Community Benefits Advisory Committee,Regular,,03/22/21,04:00 PM,completed,2928,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2928,,,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2363&Inline=True
City Council,Regular,,03/22/21,05:30 PM,completed,2798,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2798,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2396&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2396&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2321&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2321&Inline=True
Planning Board,Planning Board,,03/23/21,06:30 PM,completed,2828,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2828,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2395&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2343&Inline=True
Public Safety Committee,Committee,,03/24/21,04:00 PM,cancelled,2860,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2860,,,,
Board of Zoning Appeal,Hearing – Remote,,03/25/21,06:00 PM,completed,2852,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2852,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2390&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2390&Inline=True,,
City Council,Regular,,03/29/21,05:30 PM,completed,2799,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2799,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2403&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2403&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2322&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2322&Inline=True
Planning Board,Planning Board,,03/30/21,06:30 PM,completed,2847,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2847,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2399&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2347&Inline=True
Ordinance Committee,Committee,,03/31/21,05:30 PM,completed,2863,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2863,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2402&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2402&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2323&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2323&Inline=True
Ordinance Committee,Committee,,04/01/21,05:30 PM,completed,2861,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2861,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2401&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2401&Inline=True,,
City Council,Regular,,04/05/21,05:30 PM,completed,2800,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2800,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2408&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2408&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2326&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2326&Inline=True
Planning Board,Planning Board,,04/06/21,06:30 PM,completed,2848,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2848,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2406&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2348&Inline=True
"Government Operations, Rules & Claims Committee",Committee,,04/07/21,02:00 PM,completed,2864,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2864,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2404&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2404&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2327&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2327&Inline=True
Human Services & Veterans Committee,Committee,,04/07/21,05:30 PM,completed,2866,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2866,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2407&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2407&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2396&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2396&Inline=True
Ordinance Committee,Committee,,04/08/21,05:30 PM,completed,2858,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2858,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2398&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2398&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2328&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2328&Inline=True
City Council,Regular,,04/12/21,05:30 PM,completed,2801,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2801,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2411&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2411&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2329&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2329&Inline=True
Planning Board,Planning Board,,04/13/21,06:30 PM,completed,2855,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2855,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2410&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2356&Inline=True
Health & Environment Committee,Committee,,04/14/21,10:00 AM,completed,2865,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2865,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2405&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2405&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2331&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2331&Inline=True
Ordinance Committee,Committee,,04/14/21,05:30 PM,completed,2859,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2859,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2397&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2397&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2332&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2332&Inline=True
Board of Zoning Appeal,Hearing – Remote,,04/22/21,06:30 PM,completed,2868,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2868,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2412&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2412&Inline=True,,
City Council,Regular,,04/26/21,05:30 PM,completed,2802,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2802,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2422&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2422&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2334&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2334&Inline=True
Planning Board,Planning Board,,04/27/21,06:30 PM,completed,2856,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2856,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2418&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2367&Inline=True
Ordinance Committee,Committee,,04/28/21,05:30 PM,completed,2883,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2883,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2423&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2423&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2335&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2335&Inline=True
Ordinance Committee,Committee,,04/29/21,05:30 PM,completed,2867,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2867,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2409&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2409&Inline=True,,
Community Benefits Advisory Committee,Regular,,05/03/21,04:00 PM,completed,4103,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4103,,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2490&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2490&Inline=True
City Council,Regular,,05/03/21,05:30 PM,completed,2803,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2803,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2434&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2434&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2337&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2337&Inline=True
Planning Board,Planning Board,,05/04/21,06:30 PM,completed,2857,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2857,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2426&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2369&Inline=True
City Council,Regular,,05/10/21,05:30 PM,completed,2804,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2804,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2439&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2439&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2344&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2344&Inline=True
Finance Committee,Committee,,05/11/21,09:00 AM,completed,2869,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2869,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2413&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2413&Inline=True,,
Planning Board,Planning Board,,05/11/21,06:30 PM,completed,2876,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2876,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2435&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2370&Inline=True
Ordinance Committee,Committee,,05/12/21,05:30 PM,completed,2873,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2873,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2417&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2417&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2346&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2346&Inline=True
City Council,Regular,,05/17/21,05:30 PM,completed,2805,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2805,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2444&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2444&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2349&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2349&Inline=True
Finance Committee,Committee,,05/18/21,10:00 AM,completed,2870,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2870,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2414&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2414&Inline=True,,
Planning Board,Planning Board,,05/18/21,06:30 PM,completed,2877,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2877,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2441&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2377&Inline=True
Finance Committee,Committee,,05/19/21,06:00 PM,completed,2871,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2871,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2415&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2415&Inline=True,,
Finance Committee,Committee,,05/20/21,09:00 AM,cancelled,2872,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2872,,,,
Board of Zoning Appeal,Hearing – Remote,,05/20/21,06:00 PM,completed,2899,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2899,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2437&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2437&Inline=True,,
City Council,Regular,,05/24/21,05:30 PM,completed,2806,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2806,,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2353&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2353&Inline=True
Health & Environment Committee,Committee,,05/25/21,03:00 PM,completed,2904,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2904,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2442&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2442&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2354&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2354&Inline=True
City Council,Continued,,05/25/21,05:30 PM,completed,2913,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2913,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2451&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2451&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2355&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2355&Inline=True
