Unique Identifier,Agenda Number,Meeting,Meeting Date,Category,Sponsor,Outcome,Vote,E. Denise Simmons,Marc C. McGovern,Burhan Azeem,Patricia Nolan,Sumbul Siddiqui,Paul F. Toner,Ayesha M. Wilson,Jivan Sobrinho-Wheeler,Joan Pickett,Yeas,Nays,Present,Absent,Recused,Link,Summary,Notes
RES 2024 #37,1,2024-03-04 Regular,2024-03-04,Congratulations,Paul F. Toner,,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4470&MediaPosition=&ID=21934&CssClass=,Congratulations to Susan Cohen on her Retirement,
RES 2024 #38,2,2024-03-04 Regular,2024-03-04,Congratulations,Paul F. Toner,,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4470&MediaPosition=&ID=21936&CssClass=,Congratulations to Carol Sidabras on her retirement from the City of Cambridge.,
RES 2024 #39,3,2024-03-04 Regular,2024-03-04,Congratulations,Paul F. Toner,,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4470&MediaPosition=&ID=21966&CssClass=,Congratulations to Robert Carey on his retirement from the Department of Human Services.,
RES 2024 #40,4,2024-03-04 Regular,2024-03-04,Death Resolution,Paul F. Toner,,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4470&MediaPosition=&ID=22234&CssClass=,Condolences on the death of Paul Ryder.,
RES 2024 #41,5,2024-03-04 Regular,2024-03-04,Death Resolution,Patricia Nolan,,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4470&MediaPosition=&ID=22293&CssClass=,Resolution on the death of Mel Hodder.,
