Unique Identifier,Agenda Number,Meeting,Meeting Date,Sponsor,Co-Sponsors,Charter Right,Amended,Outcome,Vote,E. Denise Simmons,Marc C. McGovern,Burhan Azeem,Patricia Nolan,Sumbul Siddiqui,Paul F. Toner,Ayesha M. Wilson,Jivan Sobrinho-Wheeler,Catherine Zusy,Yeas,Nays,Present,Absent,Recused,Link,Summary,Notes
POR 2025 #1,1,2025-01-06 Regular,2025-01-06,Jivan Sobrinho-Wheeler,Burhan Azeem,,,,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4630&MediaPosition=&ID=26960&CssClass=,"That the City Manager is hereby requested to work with the relevant City departments to report back on additional multi-family zoning considerations, along with the other amendments put forward by the City Council on December 23, 2024.",
