Body,Type,Other,Date,Time,Status,Id,url,Agenda Summary,Agenda Packet,Final Actions,Minutes
Finance Committee,Committee,,04/20/22,02:00 PM,completed,4111,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4111,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3637&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3637&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2504&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2504&Inline=True
Ordinance Committee,Committee,,04/20/22,05:30 PM,completed,4083,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4083,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3608&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3608&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2503&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2503&Inline=True
City Council,Regular,,04/25/22,05:30 PM,completed,4026,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4026,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3640&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3640&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2505&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2505&Inline=True
Health & Environment Committee,Committee,,04/26/22,11:00 AM,completed,4081,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4081,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3606&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3606&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2506&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2506&Inline=True
"Government Operations, Rules & Claims Committee",Committee,,04/28/22,10:00 AM,completed,4107,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4107,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3632&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3632&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2507&Inline=True,
Board of Zoning Appeal,Hearing – Remote,,04/28/22,06:00 PM,completed,4106,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4106,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3631&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3631&Inline=True,,
City Council,Regular,,05/02/22,05:30 PM,completed,4027,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4027,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3643&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3643&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2508&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2508&Inline=True
Planning Board,Planning Board,,05/03/22,06:30 PM,completed,4088,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4088,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3644&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2538&Inline=True
Ordinance Committee,Committee,,05/04/22,05:30 PM,cancelled,4099,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4099,,,,
Transportation & Public Utilities Committee,Committee,,05/05/22,04:00 PM,completed,4114,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4114,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3642&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3642&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2534&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2534&Inline=True
Board of Zoning Appeal,Hearing – Remote,,05/05/22,06:00 PM,completed,4113,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4113,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3641&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3641&Inline=True,,
Community Benefits Advisory Committee,Regular,,05/09/22,04:00 PM,completed,4116,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4116,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3690&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2543&Inline=True
City Council,Regular,,05/09/22,05:30 PM,completed,4028,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4028,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3646&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3646&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2511&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2511&Inline=True
Finance Committee,Committee,,05/10/22,09:00 AM,completed,4097,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4097,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3618&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3618&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2512&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2512&Inline=True
Planning Board,Planning Board,,05/10/22,06:30 PM,completed,4089,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4089,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3648&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2539&Inline=True
Health & Environment Committee,Committee,,05/11/22,11:00 AM,cancelled,4112,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4112,,,,
Finance Committee,Committee,,05/11/22,06:00 PM,completed,4094,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4094,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3615&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3615&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2513&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2513&Inline=True
City Council,Regular,,05/16/22,05:30 PM,completed,4029,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4029,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3653&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3653&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2517&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2517&Inline=True
Finance Committee,Committee,,05/17/22,10:00 AM,completed,4096,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4096,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3617&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3617&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2518&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2518&Inline=True
Planning Board,Planning Board,,05/17/22,06:30 PM,completed,4090,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4090,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3652&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2540&Inline=True
Public Safety Committee,Committee,,05/18/22,03:00 PM,completed,4119,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4119,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3650&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3650&Inline=True,,
Finance Committee,Committee,,05/19/22,09:00 AM,cancelled,4095,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4095,,,,
Board of Zoning Appeal,Hearing – Remote,,05/19/22,06:00 PM,completed,4115,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4115,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3645&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3645&Inline=True,,
City Council,Special,,05/23/22,10:30 AM,completed,4118,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4118,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3649&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3649&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2520&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2520&Inline=True
City Council,Regular,,05/23/22,05:30 PM,completed,4030,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4030,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3656&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3656&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2527&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2527&Inline=True
City Council,Roundtable/Working,,05/24/22,06:00 PM,completed,4117,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4117,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3647&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3647&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2688&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2688&Inline=True
Planning Board,Planning Board,,05/24/22,06:30 PM,completed,4091,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4091,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3657&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2541&Inline=True
Finance Committee,Committee,,05/25/22,02:00 PM,cancelled,4125,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4125,,,,
Ordinance Committee,Committee,,05/25/22,05:30 PM,cancelled,4123,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4123,,,,
Human Services & Veterans Committee,Committee,,05/26/22,05:30 PM,cancelled,4108,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4108,,,,
City Council,Special,,06/01/22,06:00 PM,completed,4124,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4124,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3658&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3658&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2701&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2701&Inline=True
Human Services & Veterans Committee,Committee,,06/02/22,05:30 PM,completed,4109,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4109,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3634&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3634&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2563&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2563&Inline=True
Community Benefits Advisory Committee,Regular,,06/06/22,12:00 AM,completed,4128,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4128,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3670&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2542&Inline=True
City Council,Regular,,06/06/22,05:30 PM,completed,4071,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4071,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3664&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3664&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2531&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2531&Inline=True
City Council,Special,,06/06/22,06:00 PM,completed,4127,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4127,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3660&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3660&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2532&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2532&Inline=True
Health & Environment Committee,Committee,,06/07/22,03:00 PM,completed,4126,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4126,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3659&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3659&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2669&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2669&Inline=True
Planning Board,Planning Board,,06/07/22,06:30 PM,completed,4121,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4121,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3665&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2548&Inline=True
Board of Zoning Appeal,Hearing – Remote,,06/09/22,06:00 PM,completed,4139,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4139,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3671&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3671&Inline=True,,
City Council,Regular,,06/13/22,05:30 PM,completed,4032,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4032,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3673&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3673&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2533&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2533&Inline=True
Finance Committee,Committee,,06/14/22,03:00 PM,completed,4131,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4131,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3663&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3663&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2653&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2653&Inline=True
Economic Development & University Relations Committee,Committees,,06/15/22,10:00 AM,completed,4120,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4120,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3651&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3651&Inline=True,,
Human Services & Veterans Committee,Committee,,06/16/22,09:30 AM,completed,4129,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4129,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3661&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3661&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2747&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2747&Inline=True
Planning Board,Planning Board,,06/21/22,06:30 PM,completed,4122,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4122,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3675&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2552&Inline=True
Ordinance Committee,Committee,,06/22/22,05:30 PM,completed,4135,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4135,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3666&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3666&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2544&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2544&Inline=True
Health & Environment Committee,Committee,,06/23/22,05:30 PM,completed,4130,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4130,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3662&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3662&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2720&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2720&Inline=True
City Council,Special,,06/27/22,04:30 PM,completed,4143,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4143,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3676&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3676&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2537&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2537&Inline=True
City Council,Regular,,06/27/22,05:30 PM,completed,4072,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4072,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3677&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3677&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2536&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2536&Inline=True
Transportation & Public Utilities Committee,Committee,,06/28/22,12:30 PM,completed,4141,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4141,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3674&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3674&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2748&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2748&Inline=True
Planning Board,Planning Board,,06/28/22,06:30 PM,completed,4132,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4132,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3678&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2553&Inline=True
City Council,Ad-Hoc,,06/29/22,03:00 PM,completed,4146,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4146,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3680&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3680&Inline=True,,
Ordinance Committee,Committee,,06/29/22,05:30 PM,completed,4136,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4136,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3667&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3667&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2556&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2556&Inline=True
Board of Zoning Appeal,Hearing – Remote,,06/30/22,06:00 PM,completed,4140,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4140,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3672&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3672&Inline=True,,
City Council,Special,,07/05/22,11:00 AM,completed,4147,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4147,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3681&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3681&Inline=True,,
Planning Board,Planning Board,,07/05/22,06:30 PM,completed,4133,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4133,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3682&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2554&Inline=True
Planning Board,Planning Board,,07/12/22,06:30 PM,completed,4134,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4134,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3683&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2555&Inline=True
Board of Zoning Appeal,Regular,,07/14/22,06:00 PM,completed,4144,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4144,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3679&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3679&Inline=True,,
City Council,Special,,07/20/22,04:30 PM,completed,4154,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4154,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3686&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3686&Inline=True,,
Ordinance Committee,Committee,,07/26/22,01:00 PM,completed,4152,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4152,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3684&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3684&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2549&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2549&Inline=True
Planning Board,Planning Board,,07/26/22,06:30 PM,completed,4148,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4148,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3688&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2574&Inline=True
Ordinance Committee,Committee,,07/27/22,05:30 PM,completed,4137,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4137,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3668&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3668&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2550&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2550&Inline=True
Board of Zoning Appeal,Hearing – Remote,,07/28/22,06:00 PM,completed,4153,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4153,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3685&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3685&Inline=True,,
Community Benefits Advisory Committee,Regular,,08/01/22,03:00 PM,completed,4155,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4155,,,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2570&Inline=True
City Council,Special,,08/01/22,05:30 PM,completed,4102,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4102,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3693&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3693&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2547&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2547&Inline=True
Ordinance Committee,Committee,,08/03/22,05:30 PM,completed,4151,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4151,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3687&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3687&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2551&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2551&Inline=True
Planning Board,Planning Board,,08/09/22,06:30 PM,completed,4149,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4149,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3694&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2575&Inline=True
Charter Review Committee,Committee,,08/16/22,05:00 PM,completed,4167,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4167,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3697&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3697&Inline=True,,
Planning Board,Planning Board,,08/16/22,06:30 PM,completed,4150,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4150,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3696&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2576&Inline=True
Ordinance Committee,Committee,,08/17/22,05:30 PM,cancelled,4138,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4138,,,,
Board of Zoning Appeal,Hearing – Remote,,08/18/22,06:00 PM,completed,4156,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4156,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3691&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3691&Inline=True,,
