Body,Type,Other,Date,Time,Status,Id,url,Agenda Summary,Agenda Packet,Final Actions,Minutes
Planning Board,Planning Board,,08/30/22,06:30 PM,completed,4158,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4158,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3704&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2577&Inline=True
Ordinance Committee,Committee,,09/07/22,03:00 PM,completed,4169,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4169,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3698&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3698&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2557&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2557&Inline=True
Board of Zoning Appeal,Hearing – Remote,,09/08/22,06:00 PM,completed,4176,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4176,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3707&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3707&Inline=True,,
Community Benefits Advisory Committee,Regular,,09/12/22,04:00 PM,completed,4175,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4175,,,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2569
City Council,Regular,,09/12/22,05:30 PM,completed,4157,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4157,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3711&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3711&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2559&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2559&Inline=True
Housing Committee,Committee,,09/13/22,03:00 PM,completed,4168,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4168,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3700&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3700&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2751&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2751&Inline=True
Charter Review Committee,Committee,,09/13/22,05:30 PM,completed,4192,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4192,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3712&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3712&Inline=True,,
Planning Board,Planning Board,,09/13/22,06:30 PM,completed,4159,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4159,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3710&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2578&Inline=True
Ordinance Committee,Committee,,09/14/22,02:00 PM,completed,4171,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4171,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3701&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3701&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2560&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2560&Inline=True
City Council,Regular,,09/19/22,05:30 PM,completed,4178,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4178,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3714&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3714&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2562&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2562&Inline=True
Ordinance Committee,Committee,,09/20/22,02:00 PM,completed,4170,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4170,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3699&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3699&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2564&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2564&Inline=True
Ordinance Committee,Committee,,09/20/22,03:00 PM,completed,4172,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4172,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3702&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3702&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2566&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2566&Inline=True
Planning Board,Planning Board,,09/20/22,06:30 PM,completed,4160,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4160,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3715&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2579&Inline=True
Ordinance Committee,Committee,,09/21/22,05:30 PM,completed,4173,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4173,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3703&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3703&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2565&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2565&Inline=True
Board of Zoning Appeal,Hearing – Remote,,09/22/22,06:00 PM,completed,4177,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4177,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3708&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3708&Inline=True,,
"Neighborhood & Long Term Planning, Public Facilities, Arts & Celebration Committee",Committee,,09/28/22,02:00 PM,completed,4174,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4174,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3705&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3705&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2567&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2567&Inline=True
Civic Unity Committee,Committee,,09/29/22,05:00 PM,completed,4191,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4191,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3709&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3709&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2713&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2713&Inline=True
Charter Review Committee,Committee,,09/29/22,05:30 PM,completed,4195,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4195,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3717&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3717&Inline=True,,
Community Benefits Advisory Committee,Regular,,10/03/22,04:00 PM,completed,4198,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4198,,,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2628&Inline=True
City Council,Regular,,10/03/22,05:30 PM,completed,4179,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4179,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3720&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3720&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2568&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2568&Inline=True
City Council,Public Hearing,,10/03/22,06:30 PM,completed,4197,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4197,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3721&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3721&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2571&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2571&Inline=True
Board of Zoning Appeal,Hearing – Remote,,10/06/22,06:00 PM,completed,4194,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4194,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3716&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3716&Inline=True,,
Transportation & Public Utilities Committee,Committee,,10/11/22,01:00 PM,completed,4196,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4196,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3718&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3718&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2580&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2580&Inline=True
Planning Board,Planning Board,,10/11/22,06:30 PM,completed,4161,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4161,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3725&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2591&Inline=True
Health & Environment Committee,Committee,,10/12/22,02:00 PM,completed,4193,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4193,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3713&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3713&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2592&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2592&Inline=True
City Council,Regular,,10/17/22,05:30 PM,completed,4180,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4180,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3731&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3731&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2572&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2572&Inline=True
Planning Board,Planning Board,,10/18/22,06:30 PM,completed,4204,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4204,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3729&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2598&Inline=True
"Neighborhood & Long Term Planning, Public Facilities, Arts & Celebration Committee",Committee,,10/19/22,01:00 PM,completed,4201,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4201,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3728&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3728&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2603&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2603&Inline=True
Ordinance Committee,Committee,,10/19/22,04:00 PM,completed,4202,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4202,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3723&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3723&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2581&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2581&Inline=True
City Council,Regular,,10/24/22,05:30 PM,completed,4181,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4181,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3732&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3732&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2573&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2573&Inline=True
"Government Operations, Rules & Claims Committee",Committee,,10/25/22,10:00 AM,completed,4203,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4203,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3724&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3724&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2589&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2589&Inline=True
"Neighborhood & Long Term Planning, Public Facilities, Arts & Celebration Committee",Committee,,10/25/22,03:00 PM,completed,4208,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4208,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3730&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3730&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2593&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2593&Inline=True
Charter Review Committee,Committee,,10/25/22,05:30 PM,completed,4213,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4213,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3735&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3735&Inline=True,,
Planning Board,Planning Board,,10/25/22,06:30 PM,completed,4205,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4205,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3733&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2599&Inline=True
Ordinance Committee,Committee,,10/26/22,01:00 PM,completed,4199,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4199,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3719&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3719&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2582&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2582&Inline=True
Health & Environment Committee,Committee,,10/28/22,09:00 AM,completed,4209,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4209,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3734&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3734&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2588&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2588&Inline=True
City Council,Regular,,10/31/22,05:30 PM,completed,4182,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4182,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3743&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3743&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2586&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2586&Inline=True
Planning Board,Planning Board,,11/01/22,06:30 PM,completed,4212,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4212,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3738&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2606&Inline=True
City Council,TEST MEETING,,11/02/22,05:00 PM,completed,4321,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4321,,,,
Community Benefits Advisory Committee,Regular,,11/07/22,04:00 PM,completed,4215,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4215,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3737&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2629&Inline=True
City Council,Regular,,11/07/22,05:30 PM,completed,4183,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4183,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3744&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3744&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2587&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2587&Inline=True
Charter Review Committee,Committee,,11/08/22,05:30 PM,completed,4218,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4218,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3742&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3742&Inline=True,,
City Council,Regular,,11/14/22,05:30 PM,completed,4184,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4184,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3748&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3748&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2590&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2590&Inline=True
Planning Board,Planning Board,,11/15/22,06:30 PM,completed,4217,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4217,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3745&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2607&Inline=True
Health & Environment Committee,Committee,,11/16/22,01:00 PM,completed,4207,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4207,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3726&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3726&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2706&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2706&Inline=True
Board of Zoning Appeal,Hearing – Remote,,11/17/22,06:00 PM,completed,4225,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4225,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3753&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3753&Inline=True,,
Health & Environment Committee,Committee,,11/21/22,10:00 AM,completed,4206,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4206,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3727&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3727&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2613&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2613&Inline=True
City Council,Regular,,11/21/22,05:30 PM,completed,4185,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4185,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3767&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3767&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2594&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2594&Inline=True
Economic Development & University Relations Committee,Committees,,11/22/22,12:30 PM,completed,4214,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4214,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3736&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3736&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2601&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2601&Inline=True
"Government Operations, Rules & Claims Committee",Committee,,11/22/22,03:00 PM,completed,4221,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4221,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3749&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3749&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2596&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2596&Inline=True
Charter Review Committee,Committee,,11/22/22,05:30 PM,completed,4234,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4234,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3764&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3764&Inline=True,,
Planning Board,Planning Board,,11/22/22,06:30 PM,completed,4210,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4210,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3763&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2617&Inline=True
City Council,Roundtable/Working,,11/28/22,05:30 PM,completed,4186,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4186,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3769&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3769&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2595&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2595&Inline=True
Human Services & Veterans Committee,Committee,,11/29/22,02:00 PM,completed,4216,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4216,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3739&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3739&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2604&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2604&Inline=True
"Neighborhood & Long Term Planning, Public Facilities, Arts & Celebration Committee",Committee,,11/30/22,01:00 PM,completed,4222,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4222,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3750&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3750&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2602&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2602&Inline=True
Board of Zoning Appeal,Hearing – Remote,,12/01/22,06:00 PM,completed,4226,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4226,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3754&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3754&Inline=True,,
Community Benefits Advisory Committee,Regular,,12/05/22,04:00 PM,completed,4296,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4296,,,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2630&Inline=True
City Council,Regular,,12/05/22,05:30 PM,completed,4187,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4187,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3771&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3771&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2597&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2597&Inline=True
Ordinance Committee,Committee,,12/06/22,01:00 PM,completed,4227,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4227,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3755&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3755&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2600&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2600&Inline=True
Ordinance Committee,Committee,,12/06/22,03:00 PM,completed,4228,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4228,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3756&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3756&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2608&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2608&Inline=True
Charter Review Committee,Committee,,12/06/22,05:30 PM,completed,4235,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4235,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3765&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3765&Inline=True,,
Planning Board,Planning Board,,12/06/22,06:30 PM,completed,4211,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4211,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3772&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2618&Inline=True
"Neighborhood & Long Term Planning, Public Facilities, Arts & Celebration Committee",Committee,,12/07/22,01:00 PM,completed,4223,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4223,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3751&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3751&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2612&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2612&Inline=True
